# Constructed from biom file																																																																																																																																																							
#OTU ID	BL.20.1	BL.20.10	BL.20.2	BL.20.3	BL.20.4	BL.20.5	BL.20.6	BL.20.7	BL.20.8	BL.20.9	BL.360.1	BL.360.10	BL.360.2	BL.360.3	BL.360.4	BL.360.5	BL.360.6	BL.360.7	BL.360.8	BL.360.9	BL.5760.1	BL.5760.10	BL.5760.11	BL.5760.2	BL.5760.3	BL.5760.4	BL.5760.5	BL.5760.6	BL.5760.7	BL.5760.8	BL.5760.9	BL.60.1	BL.60.2	BL.60.3	BL.60.4	BL.60.5	BL.60.6	BL.60.7	BL.60.9	BL.720.1	BL.720.2	BL.720.3	BL.720.4	BL.720.5	BL.720.6	BL.720.7	BL.720.8	BL.720.9	Barn.5760.1	CR.20.1	CR.20.10	CR.20.2	CR.20.3	CR.20.4	CR.20.5	CR.20.6	CR.20.7	CR.20.8	CR.20.9	CR.360.1	CR.360.10	CR.360.2	CR.360.3	CR.360.4	CR.360.5	CR.360.6	CR.360.7	CR.360.8	CR.360.9	CR.5760.1	CR.5760.10	CR.5760.2	CR.5760.3	CR.5760.4	CR.5760.5	CR.5760.6	CR.5760.7	CR.60.1	CR.60.10	CR.60.2	CR.60.4	CR.60.5	CR.60.6	CR.60.7	CR.60.8	CR.60.9	CR.720.1	CR.720.10	CR.720.2	CR.720.3	CR.720.5	CR.720.7	CR.720.8	CR.720.9	FB.20.1	FB.20.10	FB.20.2	FB.20.3	FB.20.4	FB.20.5	FB.20.6	FB.20.7	FB.20.8	FB.20.9	FB.360.1	FB.360.10	FB.360.2	FB.360.3	FB.360.4	FB.360.5	FB.360.6	FB.360.7	FB.360.8	FB.360.9	FB.5760.1	FB.5760.10	FB.5760.2	FB.5760.3	FB.5760.4	FB.5760.5	FB.5760.6	FB.5760.7	FB.5760.8	FB.5760.9	FB.60.1	FB.60.10	FB.60.2	FB.60.3	FB.60.4	FB.60.5	FB.60.6	FB.60.7	FB.60.8	FB.60.9	FB.720.1	FB.720.10	FB.720.2	FB.720.3	FB.720.4	FB.720.5	FB.720.6	FB.720.7	FB.720.8	Nereo.5760.1	Rope.5760.1	W.360.1	W.360.2	W.360.3	W.5760.1	W.5760.2	W.5760.3
Bacteria;__Actinobacteria;__Actinobacteria;__Actinobacteria	0	0	0	0	0	0	0.000187231	0.000134199	0.000767591	0	4.70E-05	0	0.000676567	4.88E-05	0.000419617	0	0	0.000403568	0	0	0	0	0	0	0	0	0	0	0	3.88E-05	0	0	0	0	0	0	0	0	0	0.000247013	0.000168407	0	0	0.000431735	0.000111628	0	0	0	0	0.000707805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.001159588	0	0	0	0.000732467	0	0	0	0	0	0	0	0.00096834	0	0	0	0.000374938	0	0.000354233	0.000484198	0.00012216	0	6.06E-05	0.000213038	0	1.78E-05	0.000417816	4.10E-05	4.35E-05	0.000114316	0	0.000352382	0.000175457	0.000396418	0.00026768	0	0	0	0	0	0	0	0	0	0	0	0	0.000149048	0	4.08E-05	0.000453952	0.000186026	6.69E-05	0.000348503	0.000433745	0	0.00037614	0	0.000139743	0.000221705	0	0.000193695	0	0	0.000415973	0	0.000468838	4.53E-05	6.49E-05	3.83E-05	0	3.63E-05	1.96E-05
Bacteria;__Actinobacteria;__Actinobacteria;__Actinomycetales	0	0	0.000613723	0	0.000708717	0	2.67E-05	0.000161039	0	0	0	9.27E-05	0	0.000195151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79E-05	0	0	0.000257455	0	0	0	0	0	0	0	2.54E-05	3.72E-05	0	0	4.33E-05	0	0.000128692	0	0	0	0	0	0.000190913	0	0.001451379	0	0	0	0	0	5.74E-05	0	0	3.73E-05	0	0.00012654	0	0	0	0	0	0	0	0	0	0	0	0	9.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236155	8.80E-05	0	0	0	0	0.000203728	0	0	8.19E-05	0	0	0	5.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149048	0.000127654	0	0	0.000260436	0.000167185	5.81E-05	7.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Actinobacteria;__Actinobacteria;__Corynebacteriales	0.004654972	0.005179558	0.001718424	0.004963899	0.007087172	0.002118644	0.004707519	0.000832036	0.001449893	0.008386848	0.001550388	0.001328514	0.00020297	0.003463922	0.000944138	0.000378824	0.001047181	0.000928205	0.000448118	0	0	0	0	0	0	0	0	0	0	0	0	0.01099413	0.002810454	0.002685145	0.003776388	0.002059644	0.004811838	0.002527735	0.003448907	0.001204187	0.00025261	0.000600406	0.000486254	0.000660301	0.001488372	0.001628604	0.000324266	0.000216591	4.37E-05	0.006691976	0.015687724	0.001947673	0.002327498	0.002097635	0.000456251	0.002252768	0.004527986	0.013062409	0.006427672	0.000728207	0.003435518	0.001885201	0.003187045	0.002065286	0.001487976	0.000364673	0.000223647	0.001649933	0.001813734	0	0	0	0	1.37E-05	0	0	1.52E-05	0.00406408	0.000550804	0.005426255	0.001386001	0.004241415	0.002380516	0.00309119	0.005386812	0.007533089	0.000724004	0.000752445	0.000942507	0.000948263	0.006525766	0.001158898	0.000411459	0.002231531	0.000208299	0.000636299	5.90E-05	0.000748305	0.00012216	0.003967139	2.02E-05	0.004345974	0.006264643	3.57E-05	8.36E-05	0.001761573	0.000521467	0.0028198	0.000552317	0.000587303	0.001438748	0.000303143	0.00026768	0.001062963	0	0	1.70E-05	0	0	1.41E-05	0	0	0	0	0.002583459	0.00018631	0.001446747	0.000142915	0.003858594	0.000409257	0.00177216	0.00258473	0.001879563	0.001347709	0.00012538	0.000575744	0.000419229	0.00036027	0.002184165	0.000823205	3.78E-05	0.000106369	0.000138658	0	3.13E-05	6.79E-05	2.16E-05	5.75E-05	0	0	0
Bacteria;__Actinobacteria;__Actinobacteria;__Frankiales	0.001551657	0.001151013	0	0.000580196	0.002126152	0.001775922	0.000427956	0.000241559	8.53E-05	0.001087834	0.001033592	0.000339852	0.000169142	0.000780602	0.000104904	0	0.00017453	0	0.000199164	0.000194704	0	0	0	0	0	0	0	0	0	0	0	9.32E-05	0.000173842	0.001126029	0.000371448	0.000386183	0.000305955	0.000421289	0.00080997	0.000370519	0.000449085	0	0.000224425	0.000914262	0.000148837	0	0.000252207	0	2.19E-05	0.000386076	0.002007184	0.001493216	0.00213354	0	0.00286424	0.000878198	0.00125566	0.001451379	0.001789146	0.000556864	0	0.001339485	0	0.000602375	0.001327113	0.000397825	0	0.000666994	0.000801417	0	0	0	0	1.37E-05	0	1.40E-05	0	0.000472567	0.000753732	0.00094796	0	0.001162462	0.001190258	0	0	0.001478457	0.000120667	0	0	0.00036034	0	0	5.14E-05	0	0.000874854	0	0.000236155	0.000704287	0.0001527	0.001720264	0	0.006859821	0.001426098	7.13E-05	0.000529233	0.000819336	0.000217278	0.000457265	0.000859159	0.000734128	0.000350914	0.000303143	0.00026768	0	0	0	0	1.68E-05	0	0	1.79E-05	0	0	0	0.001576917	0.000260834	0.000638271	0.000265414	0.00099302	0.000409257	0.000601866	0.000726048	0.000144582	0	0.000344795	0.000474142	0	0.000166279	4.96E-05	0.001283231	0.000604755	0.000265922	0.000194121	2.43E-05	3.13E-05	0	2.16E-05	3.83E-05	0	3.63E-05	0
Bacteria;__Actinobacteria;__Actinobacteria;__Kineosporiales	0.002586095	3.84E-05	0	0.000128932	0.000322144	0.000186939	0	0.000268399	0	0	0	0	0	0.000195151	0	9.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000372682	8.69E-05	0.000952793	0.00123816	0.000128728	0.000361583	0	0.001018995	6.18E-05	0.000196475	0	0	0	0.000148837	0	3.60E-05	0	0	0.000514767	0.000475386	0.000194767	0	0	0.004587854	0	0	0.000390756	0.001126499	0	0.000991015	0	0	0	0	0	0.000186372	0	0	0	0	0	0	0	0	0	0	4.73E-05	0	0.000326883	0	0.001005372	0	0.000257599	0.000129803	0.001619262	0	0	0	3.79E-05	0	0	0	0.000195748	0.000124979	0	0	0	0	0	0	0.001533873	0.004431089	0	0	0	0	0	0	0.000234921	0	0	2.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000255308	0	0.000170232	0	3.34E-05	0	0	0	9.40E-05	0	0	0	0	0.00012106	0	0	0	0	0	0	0	1.92E-05	0	0	0
Bacteria;__Actinobacteria;__Actinobacteria;__Micrococcales	0.005517004	0.004258748	0.002127573	0.004641568	0.011468333	0.006449402	0.002086287	0.000429438	0.000938166	0.002526582	0.001174536	0.000617913	0.001488448	0.001122115	0.003829006	0.006629416	0.003723311	0.002582832	0.001842262	0.003115265	0	0	0	0	0	1.41E-05	1.49E-05	1.58E-05	2.70E-05	0	0	0.006894624	0.002144057	0.00502382	0.005757444	0.001501824	0.002753595	0.008566213	0.003161498	0.000679285	0.000729763	0.000369481	0.001346549	0.000761885	0.000967442	0.000666247	0.000900739	8.66E-05	0.000218527	0.002123415	0.010352842	0.003278582	0.002569946	0.003337147	0.000405556	0.001298205	0.00247327	0.010159652	0.008283083	0.001542086	0.002906977	0.003621571	0.002885568	0.001548964	0.003418322	0.00079565	0.00074549	0.004001966	0.003922727	0	0	2.14E-05	1.29E-05	1.37E-05	0	0	0	0.002457351	0.002377156	0.00457636	0.004662005	0.001350969	0.005493499	0.003262923	0.005451713	0.014362152	0.002172011	0.000752445	0.001806472	0.000872402	0.001557764	0.000869173	0.000514324	0.003171123	0.000458257	0.002620055	0.000472311	0.003257329	0.001068898	0.000280859	0	0.007371112	0.008505653	0.000142671	0.000167126	0.001638673	0.001694768	0.000381054	0.001104633	0.000616668	0.001438748	0.000443056	0.000374752	0.002232222	0	0	1.70E-05	0.00010054	0	4.22E-05	0	0	1.38E-05	2.86E-05	0.001073645	0.002161195	0.002340326	0.001061658	0.003886966	0.002753181	0.002173404	0.002497604	0.003759127	0.00029298	0.000470175	0.000643479	0.000558971	0.000193992	0.001787044	0.001089536	0.000793741	0.000319107	0.000221852	2.43E-05	0.000156279	0.010024212	0.005535375	0.004466083	0.006033215	0.004496012	0.003317173
Bacteria;__Actinobacteria;__Actinobacteria;__Propionibacteriales	0.001724064	0.001534684	0.000368234	0.001418257	0.002383867	0.000373878	0.000909407	0.000134199	0.000284293	0.007930659	0.000187926	0.001204931	0.000101485	0.001170903	0.000209809	0.000662942	0.000639944	0.000443924	4.98E-05	0.00024338	0	0	0	0	0	0	0	0	0	0	0	0.00149073	0.000840239	0.002685145	0.00092862	0.000171637	0.001196006	0.001123438	0.000574818	0.000277889	2.81E-05	9.24E-05	0.000187021	0.000253962	0.000297674	0.00029611	0.000252207	0.000303227	0	0.002316453	0.008556941	0.000681685	0.00106677	0.001239512	2.53E-05	0.000801833	0.000875157	0.00245618	0.004439732	0.0005997	0.001255285	0.000297663	0.001119773	0.001147381	0.001487976	0.000331521	0.000447294	0.001404199	0.000970137	0	0	0	0	0	0	0	0	0.005245499	0.000376866	0.003072699	0.000756001	0.001727984	0.001190258	0.002404259	0.001687435	0.004576176	0.000301668	0	0.000117813	1.90E-05	4.21E-05	0.000386299	0	0.000352347	0.000208299	0.00056144	0.000413272	0.00044018	3.05E-05	0.000280859	0	0.000639114	0.00173169	0	2.79E-05	0.000409668	4.35E-05	0.000152422	0.000276158	0.000117461	0.000175457	9.33E-05	0.00026768	0.00017716	0	0	0	0	0	0	0	0	0	0	0.000301963	7.45E-05	0.000212757	2.04E-05	0.000397208	0.000334846	0.000100311	0.000232335	0.000722909	5.86E-05	3.13E-05	0.000169337	0.000139743	2.77E-05	4.96E-05	0.00012106	3.78E-05	0	5.55E-05	0	0	0	0	3.83E-05	0	0	0
Bacteria;__Actinobacteria;__Actinobacteria;__Pseudonocardiales	0	0	0	0	0	0	0.000695429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000914483	0	0	0.000646592	0	0.000203169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000628358	0	0	0	0	0	0	0	7.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000356524	0	0	0	0	0	0.000184106	0	0.000596554	0	8.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00055893	0	0	0	0	0	0.000232335	0	0	0	0.000237071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Actinobacteria;__Actinobacteria;__Thermoleophilia	0.00081893	0.00026857	0.000368234	0	0	0	5.35E-05	0.000295239	0.000369581	0.000631645	0.00164435	0	0.00060891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000729457	0.000305955	0	0	6.18E-05	0.000336814	0.000277111	0.00108472	0.000279358	0.000334884	0	0	0.000346545	6.56E-05	0	0.000528206	0.001850289	0.000484896	0	0	0.001336388	0.000989308	0.001395557	0	0.000856714	0.000991015	0	0	0.00215134	0.001206467	0	0.000521843	0	0.000421799	0	0	0	0	0	0	0	0	0.00028354	0.001304537	0.001078713	0	0.001005372	0	0	0	0	0	0	0	0.000151722	0	0	0	0	0.000458257	0	0	0	0.000580259	0	0	0.001150405	0.000203728	0	0.000584942	0	0.000347645	0	0.000859159	0.000323016	0.001508931	0.001049342	0.000963649	0.001062963	0	0	0	0	0	1.41E-05	0	0	1.38E-05	2.86E-05	0.000503271	0.001565004	0.000170206	0.00034708	0.000624184	0.001488206	3.34E-05	0.000319461	0	0.000117192	0.000407485	0.001016019	0.000558971	0	0	0.000556874	0.000151189	0.000106369	0.000166389	0	0.00053135	0.000248908	0.000129735	0.000153342	8.65E-05	9.06E-05	1.96E-05
Bacteria;__Armatimonadetes;__Armatimonadetes;__Armatimonadetes	0.001293048	0	0.000286404	0	0	0	0.00058844	0.000134199	0.000170576	0	0	0	0	0	0	0.00047353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023179	0	0.000433356	0	0	0	0	0	0	0	0	0	0	3.70E-05	0	0.000389864	0	0.000579113	0	0.00214244	0	0.000381388	2.53E-05	0	0	0.0005024	0.000795176	0	0.000858879	0	0	0.000200792	0	0.000232065	0.000596392	0	0	0	0	0	0	0	0	0	0	0	0	0.001209467	0	0	0	0	0	0.000422416	0	0.000752445	0	0	0	0	0	0.000508946	0	0	0.000413272	0	3.05E-05	0	0	0.008436302	0.000101864	0	0	0	0	0	6.14E-05	0	0.000456188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000680822	8.17E-05	0.000312092	0	0	0	0.000361454	0	0	0	0	0	0	0	0	0	0	0	3.13E-05	0	0	0	0	0	0
Bacteria;__Bacteroidetes;Other;Other	0	0	0	0	0	0	0	0	0	0	4.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000261281	0	0	0	0	0	0	0	0	0	0.001005223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37E-05	0	0	0	0	0	0	0	9.43E-05	0	0	0	0	0	0	0	0.000170687	0	0	0	0	0	0	0	0	0	0	0	0.000255646	0	0	0	0	0	0	0	0	0	9.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53E-05	0	0	0	0	0
Bacteria;__Bacteroidetes;__Bacteroidetes;__Bacteroidetes	0	0	0.000204574	0	0	0.000965852	0.000615187	0.000375758	0.000454869	0	0.000610759	0	0.001014851	0.001268478	0.000314713	0.001325883	0.000581767	0	0	0.003066589	0	0	1.54E-05	1.68E-05	0	0	0	0	0	0	0	0	0.000144869	8.66E-05	0.000557172	0	0	0	2.61E-05	0	0.000701695	0.000138555	3.74E-05	0.000228566	0.000260465	0.000518192	3.60E-05	0.000823045	2.19E-05	0	0	0	0.000921301	0	0	0	0	0	0	0	0	0	0	0.000114738	0.000241293	0.002320647	0	0.000491469	0.001391935	0	0	0	1.29E-05	0	0	1.40E-05	0	0.000661594	0.000347877	3.27E-05	0	0	0	0	0	0	0.000241335	0	0.002356268	0	8.42E-05	0	0	0.000626395	0.000791535	0.000786016	0.001298855	0.00022009	0.000549719	0.00014043	0	0	0.000203728	0	0.00203337	0.000286768	0.00256388	0.000876424	0.000981896	0.003318259	0.001789662	0.002635015	0.002114674	0	2.33E-05	0	3.39E-05	3.35E-05	0	2.81E-05	1.79E-05	0	1.38E-05	0	0.000738131	0.001229646	0.003914727	0.00279706	0.00056744	0.000744103	0.000100311	0.001248802	0.003397672	0.001582093	0.001598596	0.00088055	0.001816657	0.001136238	0.000347481	0.000460026	0.000453566	0.001435979	0.001109262	0	0.000687629	6.79E-05	2.16E-05	5.75E-05	0.000108122	7.25E-05	5.89E-05
Bacteria;__Bacteroidetes;__Bacteroidetes;__Bacteroidetes_Incertae_Sedis	0	0	0	0	0	0.000186939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289737	0	0	0	0.000361583	0	0	0	0	0.000138555	0	0	0	0	0	0	0	0	0	0	0.001018281	0	0	0	0	0	0	0	0	0	0	0	0.001487976	0	0	0	0	0	0	0	0	0	0	0	3.04E-05	0	0	0	0.000441	0	0	0	0	0	0	0	0.000314169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79E-05	0	0	0	0	0	0	0	0	7.09E-05	0	0	0	0	0	1.41E-05	0	0	0	0	0	0	0	4.08E-05	0	0	0	0	0	0	0	6.77E-05	0.000139743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Bacteroidetes;__Bacteroidetes;__Bacteroidia	0	0	4.09E-05	0	6.44E-05	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	2.81E-05	0	0	0	0	0	0	0	0	0.002123415	0	3.25E-05	0	0	0	0	0	0	0	0	0	0	0	0.000344214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001732479	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000743844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72E-05	0	0	0	0.000820345	3.13E-05	0	0	0	0	0	0	0	8.32E-05	0	0	0	0	0	0	0	1.96E-05
Bacteria;__Bacteroidetes;__Bacteroidetes;__Cytophagia	0	0	0	0	0	0	0.000347714	0.000214719	0.020497512	0	0	0	3.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000449085	0	0	0	0	0	0	0.000259909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150834	0	0	0	0	0	0	0	0	0.000112288	0	0	0	0	0	0.000511291	0	0	0.000139272	0.000163867	0.000347645	0.000381054	0	0.000411112	0.000350914	0.0003731	8.03E-05	0	0	0	0	0	0	0	0	0	1.38E-05	0	3.36E-05	0.000521668	0	0	0	0	0	0	0	0	0.00025076	0	0	0	0	0.000217907	0	0.000106369	0	0	6.25E-05	0	0	5.75E-05	0	0	0
Bacteria;__Bacteroidetes;__Bacteroidetes;__Flavobacteriia	0.002499892	0.006790976	0.005114357	0.003287777	0.002448296	0.004642323	0.003798112	0.006038971	0.009552239	0.003193319	0.007892882	0.005746594	0.014309394	0.00965995	0.025649095	0.020172365	0.033218919	0.043706364	0.013891655	0.013337227	8.63E-05	2.88E-05	7.71E-05	5.05E-05	0	8.44E-05	8.95E-05	0.000237376	0.00010812	0.000387537	9.34E-05	0.003260971	0.004925537	0.011866609	0.005757444	0.002660373	0.007203849	0.014323831	0.00462467	0.019390496	0.013444482	0.020321448	0.017430335	0.01323141	0.028837209	0.024243995	0.029075842	0.0421919	0.000196674	0.003281642	0.005651806	0.004999026	0.006740048	0.001144165	0	0.002100038	0.007039306	0.003349336	0.001325293	0.010366245	0.030457188	0.013494072	0.025453293	0.005880328	0.012909193	0.040545021	0.0109587	0.032366777	0.033743884	0.000167078	0.000855871	2.14E-05	2.57E-05	6.86E-05	0.000396559	0.000154021	0.000152237	0.018430131	0.005305117	0.012029289	0.00995401	0.006629175	0.009064274	0.004465052	0.007788162	0.006829062	0.036290688	0.036117381	0.02784323	0.009387802	0.013598855	0.029229977	0.023350306	0.042751439	0.014955841	0.008346746	0.006494273	0.007879215	0.009833863	0.002387305	0.000767289	0.003962505	0.007130488	0.000196173	0.010194702	0.008684965	0.013514688	0.009564455	0.009880331	0.014388912	0.007509562	0.010446787	0.011189036	0.008184814	7.00E-05	0.00013405	0.000135621	0.000117296	2.80E-05	0.000140645	0.000107112	6.83E-05	0.000165748	5.73E-05	0.006676732	0.006781682	0.012212246	0.006737444	0.006412075	0.006808542	0.009262046	0.004820957	0.010409889	0.006445564	0.014826192	0.01496935	0.02431526	0.0118335	0.023033011	0.01082272	0.025097328	0.018268847	0.008319468	0.000315427	0.001375258	0.014278279	0.020087355	0.020106956	0.025473575	0.030692531	0.032641765
Bacteria;__Bacteroidetes;__Bacteroidetes;__Sphingobacteriia	0.003448127	0.001074279	0.00859212	0.000193399	0.000128858	0.003645314	0.004707519	0.008213001	0.002643923	0.003088044	0.004698144	0.003182254	0.007442238	0.005171489	0.007972725	0.004924709	0.004537786	0.005690302	0.006522605	0.006571262	3.24E-05	0	1.54E-05	3.37E-05	1.29E-05	4.22E-05	1.49E-05	0.000174075	1.35E-05	0.000155015	2.67E-05	0.005217553	0.008025729	0.002771763	0.003776388	0.003218194	0.004728395	0.000702149	0.002612808	0.008583691	0.004154036	0.006465915	0.008752572	0.008228362	0.007962791	0.008735241	0.007962529	0.017370587	0.000830401	0.009394505	0.004331291	0.010712199	0.004509528	0.000476735	0	0.00652921	0.0062783	0.000334934	0.005499967	0.007838938	0.010636892	0.00709431	0.00874284	0.005220584	0.003941124	0.012233126	0.004696586	0.005581689	0.009574827	1.29E-05	8.56E-05	4.29E-05	9.00E-05	4.12E-05	6.10E-05	0	3.04E-05	0.005481783	0.010175388	0.004412918	0.008253008	0.003455968	0.003479216	0.004207453	0.00434839	0.000563222	0.014480075	0.010534236	0.005812127	0.0022379	0.004125968	0.00782256	0.007354832	0.007751634	0.00758207	0.0075233	0.005077341	0.009243771	0.012063279	0.008320461	0.000363453	0.005922454	0.00198635	0.000338844	0.008384168	0.006104056	0.005258126	0.008535609	0.006811905	0.008222235	0.007614837	0.006062867	0.009582954	0.00659037	4.67E-05	4.47E-05	3.39E-05	0	1.40E-05	9.85E-05	1.79E-05	3.42E-05	6.91E-05	1.43E-05	0.006911592	0.010731453	0.005106166	0.003429971	0.009192532	0.009115262	0.004480556	0.01019371	0.005060363	0.00931677	0.005485378	0.007281471	0.009502515	0.005930606	0.007644577	0.005253983	0.008353177	0.007818109	0.004547976	0.000461008	0.001406514	0.006426357	0.00685435	0.006229514	0.006098088	0.008810732	0.007125052
Bacteria;__Bacteroidetes;__Bacteroidetes_Incertae_Sedis;__Order_II	0.000560321	0.002455494	0.000572808	0	0	0.001651296	0.001551341	0.000375758	0	0.002175668	0.004322293	0.001297618	0.000879537	0.000536664	0	0	0.001047181	4.04E-05	0	0	0	0	0	1.68E-05	0	0	0	3.17E-05	0	0.000116261	0	0	0.001506635	0	0.000804804	0.003947651	0.0019748	0	0.002847961	0.000864544	0	0.001847404	0.00306714	0.003606258	0.000297674	0.001110412	0	0.0004765	0.006380979	0.001479956	0	0.002564435	0.002424478	0.006769641	0.000304167	0.004696449	3.81E-05	0	0	0.002355965	0	0	0	0.005478745	0.004101987	0.000364673	0.002758312	0	0.001096676	1.29E-05	0	0	0	0	0	0	0	0	0.002869981	0	0.00989101	0.001979327	0	0	0	0	0.000362002	0	0	0.000493097	0.002231391	0.000869173	0.000720053	0.000548095	0.000124979	0.000336864	0.000118078	0.001188485	0.000549719	0.003370313	0	0.000724329	0.000560253	0	0.002451185	0.003072511	0.000304189	0.003277064	0.002485425	0.001057145	0.002386216	0.001352486	0.001151025	0.001310987	0	0	3.39E-05	0	0	0	0	0	0	1.43E-05	0.001006543	0.00149048	0.001361644	0.001735402	0.001815809	0.00115336	0.001203732	0.002497604	0	0.001171921	0.000470175	0.002065906	0	0.00293759	0	0.001549562	0.000340175	0.000531844	0.000942873	9.71E-05	0.001125211	0.000181024	0.000281093	0.000115006	0.000345991	3.63E-05	3.93E-05
Bacteria;__Bacteroidetes;__Bacteroidia;__Bacteroidales	0.000387914	0.000652241	0.005278016	0.003996906	0.003801301	0.000342722	0.000133736	0.001395673	0.000170576	3.51E-05	0.000610759	0.000278061	0.003315179	0.002293018	0.000157356	9.47E-05	0.001454419	0.000161427	0.000248954	0.001898364	0	2.88E-05	3.08E-05	3.37E-05	1.29E-05	2.81E-05	0	4.75E-05	6.76E-05	3.88E-05	1.33E-05	0.005590236	0.000202816	0.004850585	0.001485792	8.58E-05	2.78E-05	0.013340823	5.23E-05	0.000710161	0.000224542	0.000230926	0.000261829	0.000279358	0.000893023	0.000444165	0.000504414	0.000173273	2.19E-05	0.006820668	5.28E-05	0.000843991	0.000145469	0.000572082	0.002179864	0.001107293	0.001712264	0	0.001855411	8.57E-05	0.000660677	0.006598204	8.61E-05	0.000114738	0.0018097	0.004077709	0.001453705	0	0.002066813	1.29E-05	0	0	0	2.74E-05	0	0	4.57E-05	0.002788148	0.000115959	0	0.003087003	0.000973955	0.000732467	0.000171733	0.002790758	0.002816108	0.001297173	0	0.000549796	0.000493097	0.00025261	9.66E-05	0.000925783	0.000313197	0.001374771	0.001384886	0.002184437	0.000528216	0.001588077	0.000175537	4.04E-05	0.001661696	0.000458389	7.13E-05	0.001142029	0.00102417	0.000564923	0.000114316	0.001135318	0.00108651	0.001403657	0.001888816	0.002007602	0.000708642	0	0	8.48E-05	5.03E-05	0	7.03E-05	0	1.71E-05	5.52E-05	5.73E-05	0.000503271	0.000968812	0.00153185	0.002735811	0.001361857	0.001041744	0.00033437	0.000406587	0.008096581	0.002285246	0.00094035	0.000474142	0.0009782	0.001441082	0.000943162	0.000944264	0.000831538	0.001888047	0.000499168	2.43E-05	0.000312559	0.0005657	0.000583809	0.000690039	0.000951475	0.000489485	0.001040297
Bacteria;__Bacteroidetes;__Bacteroidia;__Bacteroidia_Incertae_Sedis	0	0	0	0.003545642	0	0.000280409	0.000427956	0.000268399	0.000909737	0.001333474	0.00065774	6.18E-05	0.00060891	0	0	0.000568236	0.000407237	0.000363211	0.000298745	0.001898364	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00025261	0	0	0	0.000111628	0.000851316	0	0.000129955	4.37E-05	0.000386076	0.000686668	0	0.000387916	0.003337147	0	0	0	0	0	0	0	0	0.000387614	0	0	6.63E-05	0	0.00014042	0.001434115	0	0	0	0	1.37E-05	0	0	0	0	0	3.27E-05	6.30E-05	0	0.0010987	0	0	0	0.000693837	0	0.000785423	0	0.000589424	0	0	0.001096191	0.001333111	0.001122881	0.000944622	0	0.000732959	0	2.02E-05	4.26E-05	0.000356524	1.78E-05	0.001086321	4.10E-05	0.000912567	0.001181267	0.00021479	0.000587303	0.000807103	0.002355191	0.002141442	0	0	0	0	0	0	0	0	0	1.38E-05	0	0	0.000521668	0.001106336	0.000224581	8.51E-05	0.000706898	0.000468118	8.71E-05	0	0.000410172	0.00025076	0.000237071	0.000698714	0.000138566	0	0.000242119	0	0.000319107	0.000110926	2.43E-05	9.38E-05	0.00011314	0.000194603	0.000115006	0	0	0
