# Constructed from biom file																																																																																																																																																							
#OTU ID	BL.20.1	BL.20.10	BL.20.2	BL.20.3	BL.20.4	BL.20.5	BL.20.6	BL.20.7	BL.20.8	BL.20.9	BL.360.1	BL.360.10	BL.360.2	BL.360.3	BL.360.4	BL.360.5	BL.360.6	BL.360.7	BL.360.8	BL.360.9	BL.5760.1	BL.5760.10	BL.5760.11	BL.5760.2	BL.5760.3	BL.5760.4	BL.5760.5	BL.5760.6	BL.5760.7	BL.5760.8	BL.5760.9	BL.60.1	BL.60.2	BL.60.3	BL.60.4	BL.60.5	BL.60.6	BL.60.7	BL.60.9	BL.720.1	BL.720.2	BL.720.3	BL.720.4	BL.720.5	BL.720.6	BL.720.7	BL.720.8	BL.720.9	Barn.5760.1	CR.20.1	CR.20.10	CR.20.2	CR.20.3	CR.20.4	CR.20.5	CR.20.6	CR.20.7	CR.20.8	CR.20.9	CR.360.1	CR.360.10	CR.360.2	CR.360.3	CR.360.4	CR.360.5	CR.360.6	CR.360.7	CR.360.8	CR.360.9	CR.5760.1	CR.5760.10	CR.5760.2	CR.5760.3	CR.5760.4	CR.5760.5	CR.5760.6	CR.5760.7	CR.60.1	CR.60.10	CR.60.2	CR.60.4	CR.60.5	CR.60.6	CR.60.7	CR.60.8	CR.60.9	CR.720.1	CR.720.10	CR.720.2	CR.720.3	CR.720.5	CR.720.7	CR.720.8	CR.720.9	FB.20.1	FB.20.10	FB.20.2	FB.20.3	FB.20.4	FB.20.5	FB.20.6	FB.20.7	FB.20.8	FB.20.9	FB.360.1	FB.360.10	FB.360.2	FB.360.3	FB.360.4	FB.360.5	FB.360.6	FB.360.7	FB.360.8	FB.360.9	FB.5760.1	FB.5760.10	FB.5760.2	FB.5760.3	FB.5760.4	FB.5760.5	FB.5760.6	FB.5760.7	FB.5760.8	FB.5760.9	FB.60.1	FB.60.10	FB.60.2	FB.60.3	FB.60.4	FB.60.5	FB.60.6	FB.60.7	FB.60.8	FB.60.9	FB.720.1	FB.720.10	FB.720.2	FB.720.3	FB.720.4	FB.720.5	FB.720.6	FB.720.7	FB.720.8	Nereo.5760.1	Rope.5760.1	W.360.1	W.360.2	W.360.3	W.5760.1	W.5760.2	W.5760.3
Bacteria;__Firmicutes;__Bacilli;__Bacillales	0.005732512	0.001764886	0.00143202	0.005415162	0.003028155	0.000965852	0.001578089	0.000134199	0.000966596	0.00073692	0	0.000339852	3.38E-05	0.006244816	0.000681878	0.001610001	0.00034906	0.001937124	0.001792472	0.002287773	0	0	0	0	0	0	0	0	0	3.88E-05	1.33E-05	0.001770241	0.000724344	0.004763967	0.003528756	8.58E-05	0.001501961	0.002387305	0.001933478	0.000154383	0.000533288	9.24E-05	0.000411446	0.000431735	0.000483721	0.001036384	0.001116916	0.000606454	0	0.004954636	0.02466723	0.00107122	0.003103331	0.000762777	0.000659029	0.003894616	0.000799056	0.011499386	0.01066861	0.000985222	0.002444503	0.00262936	0.003187045	0.002122655	0.001367329	0.000298369	0.000857313	0.001930773	0.002446432	0	0	0	0	0	0	0	1.52E-05	0.005434526	0.000550804	0.004935931	0.002961003	0.003707311	0.003204541	0.000601065	0.002466251	0.005632216	0.000844671	0.001504891	0.001335218	7.59E-05	0.00025261	0.00061164	0.000720053	7.83E-05	0	0.000112288	0.003955603	0.00259706	0.0001527	0.000772363	4.04E-05	0.001917341	0.005653458	5.35E-05	0.000334253	0.0001229	0.000434556	0.000190527	0.000675054	0.000969049	0.000210548	0.000139912	2.68E-05	0.000248025	0	0	0	1.68E-05	0	0	0	0	0	2.86E-05	0.000637477	0.000521668	0.001361644	0.000224581	0.000198604	0.000483667	0.000434681	8.71E-05	0.002602472	0.00058596	0	0.000812815	0.000558971	5.54E-05	0	0.000217907	0.000113392	0	0.000277316	0.000509536	0	0	0	3.83E-05	0.000497362	3.63E-05	3.93E-05
Bacteria;__Firmicutes;__Bacilli;__Lactobacillales	0.001594759	0.001266114	0.000941042	0.000257865	0.007344888	0.001059322	0.000561693	0.000348918	0	0	4.70E-05	0.001235827	3.38E-05	0.000146363	0.000157356	0.000189412	0.000116353	0.000605351	0.00114519	0.000632788	0	0	0	0	0	0	0	0	0	0	0	0.002049753	0.001738425	0	0.001114344	0.000300365	0.000389397	0.002387305	0.002638936	3.09E-05	0	4.62E-05	0	0.000380943	0	0.000222082	3.60E-05	4.33E-05	0	0.017309053	0.018328756	0.000714147	0.001260728	0.006388253	0.000253473	0.00091638	0.002701571	0.0163001	0.004704791	0.004583423	0.004294397	0	0.004392954	0.000372899	0.001005389	0.002254343	0.003019234	0.000982939	0.004639784	0	0	0	1.29E-05	0	0	1.40E-05	0	0.00392231	0.001797362	0.004478295	0.001890002	0.006346414	0.003937008	0.001717328	0.004672897	0.005421008	0.000965338	0	0.000431982	0.000170687	4.21E-05	0.000450682	0.000102865	0.001526837	0	0.000112288	0	0.001628664	6.11E-05	0.000491504	8.08E-05	0.001363443	0.000967709	3.57E-05	8.36E-05	8.19E-05	0.000173822	0.000571581	0.000368211	0.000469842	0.000386006	0.000116594	0.000160608	0.000885802	2.33E-05	0	1.70E-05	0	0	0	0	0	0	0	0.000972991	0.00018631	0.001021233	0	0.000737672	0.001599821	0.00033437	5.81E-05	0.002096436	0.000878941	0.00012538	3.39E-05	0	0	9.93E-05	0.00012106	0	2.66E-05	0	0	0	0.000158396	0	3.83E-05	2.16E-05	0	0
Bacteria;__Firmicutes;__Clostridia;__Clostridiales	0.003749838	3.84E-05	0.000531893	0.000322331	0.003221442	0.000560818	0.002006045	0.000536797	0.000767591	0.000280731	0.000187926	0.000957766	0.000304455	0.00082939	0.000524521	0.000757648	0.001803479	0	0.000398327	0.002336449	0	0	1.54E-05	1.68E-05	1.29E-05	5.63E-05	0	0	1.35E-05	3.88E-05	0	0.002701947	0.000985107	0.004763967	0	0.000643639	0.000890051	0.000561719	0.003866956	0.000123506	0.000112271	9.24E-05	0	7.62E-05	7.44E-05	0.001443536	0.000144118	8.66E-05	4.37E-05	6.43E-05	0.004067188	0.000324612	0.000630364	0.000667429	0.000506945	0.000190913	0.000532704	0.002009601	0.000132529	0	6.61E-05	9.92E-05	4.31E-05	5.74E-05	0.000643449	0.000198913	0.000149098	0.000245735	0.001054496	2.57E-05	0	0	0	2.74E-05	0	0	0	0.002457351	2.90E-05	0.004837866	0.000252	0.000188507	0.000366233	0.000171733	0.006035826	0.000140805	0.000211168	0.000752445	0.00035344	0.000189653	0.000168407	0.00061164	0.00020573	7.83E-05	0.000208299	0.001422315	0.000118078	8.80E-05	6.11E-05	3.51E-05	4.04E-05	0.001193012	0.000814913	1.78E-05	0.000194981	0.000450635	0.000478011	0.000304843	0.000184106	2.94E-05	7.02E-05	0.000326462	8.03E-05	3.54E-05	2.33E-05	0	1.70E-05	6.70E-05	2.80E-05	2.81E-05	1.79E-05	0	2.76E-05	0	0.000134206	0.000707978	0.001914812	0.003348305	0.000312092	3.72E-05	0.000401244	0.000319461	7.23E-05	5.86E-05	6.27E-05	0.000270938	0.000139743	0.000110852	0.000297841	0	0	0.000292514	0	0	6.25E-05	0.000158396	0.000151358	9.58E-05	0.000129747	9.06E-05	3.93E-05
Bacteria;__Firmicutes;__Erysipelotrichia;__Erysipelotrichales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Firmicutes;__Firmicutes;__Clostridia	0	0	0	0	0	0.000685444	0	2.68E-05	5.69E-05	0	0.001127555	0.00114314	0.000270627	0.000146363	0	0	0	0	0.0005477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000866712	0.001973825	0.00108475	0	0.000444177	6.18E-05	0	9.24E-05	7.48E-05	0.000965055	3.72E-05	0	0	0	2.19E-05	0	0	0	9.70E-05	0	0	0	0	0	0	0.001756265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000492825	6.54E-05	0.000693001	0.000408433	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-05	0	0	0	0.00012216	0	0	0	0	0	0.000222835	0	0	0	0.001288739	0.000528572	0.001017651	0.000279825	0.000321216	0	0	0	0	5.03E-05	0	0	0	0	0	0	0.002180842	0	0	0.000102082	0.000539068	0	0	0	0	0	3.13E-05	0	0	8.31E-05	0	4.84E-05	0.000755944	0.000425475	5.55E-05	0	0.000843908	0	4.32E-05	3.83E-05	0	0	0
Bacteria;__Firmicutes;__Negativicutes;__Selenomonadales	0	0	4.09E-05	0	0	0	0	0	0	0	0	0	0	0	0.000576974	0	0.00034906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.26E-05	0	0	0	0	0	0	0	0	0	0	0.000264103	0	0	9.53E-05	0	0	0	0	0	0	0	0	0.000559886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000257599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276158	0	0	0	0	0.000141728	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Fusobacteria;__Fusobacteriia;__Fusobacteriales	0	0.00026857	0.001063786	0	0	0.0007166	0.001631583	0.001234634	8.53E-05	0.000526371	0.002443035	0.000339852	0.001488448	0.000487876	0.000262261	0	0	0	0	0.000146028	0	0	0	0	0	0	0	3.17E-05	0	0	0	0	0	0.000692941	0.000557172	0.000257455	0	0	0	0.000679285	0.000926238	0.000461851	7.48E-05	0.000965055	0.001413953	0.000481179	0.000720591	0.001169591	6.56E-05	0.00315295	0	0.000616763	0	9.53E-05	0	0.000572738	0	0	0.000265059	0	0.000132135	0	0	0.000946589	0	0.000828803	0	7.02E-05	0.000674878	0	0	0	0	1.37E-05	0	0	0	0.000236284	0.000550804	0.000130753	0	3.14E-05	0	0	0	0	3.02E-05	0	0.00035344	3.79E-05	0.000673627	0.000289724	0.000257162	0.000352347	0.001166472	0.002994348	0.002125399	0.000484198	0.003115075	0.001755371	8.08E-05	0.00017043	0.002750331	3.57E-05	0.000807777	0.001515772	0	0.001295584	0.000644369	0.001526987	0.000842194	0.001912135	0.002275282	0.001240123	0	1.49E-05	0	0	0	0	3.57E-05	0	0	0	0.001375608	0.00149048	0.001021233	0.002715394	0.001361857	0.001004539	6.69E-05	0.000348503	0.010626762	0.001289113	0.001723976	0.001083754	0.001397429	0.00088682	0	0.001743257	0.002154439	0.001090281	0.0005269	0	0.000156279	0.000181024	0.000216226	0.00017251	0.000475737	0.000181291	0.000235539
Bacteria;__Gemmatimonadetes;__Gemmatimonadetes;__Gemmatimonadales	0	0	0	0	0	0	0.000187231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.69E-05	0	0	0	0	0.00014043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003599311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101864	0	0	0	0	0	0	8.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138566	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Gemmatimonadetes;__Gemmatimonadetes;__Gemmatimonadetes	0	0	0	0	0	0	0	0	0	0	4.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053135	0	0	0	0	0	0	1.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	3.93E-05
Bacteria;__Gemmatimonadetes;__Longimicrobia;__Longimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Gracilibacteria;__Gracilibacteria;__Gracilibacteria	0	0.001074279	0.000613723	0	0	0.000342722	0.000320967	0.000295239	0.003439943	0	0.00065774	0	6.77E-05	0	0.001049043	0	0	0.000161427	0.002190799	0	0	0	0	0	0	2.81E-05	0	1.58E-05	0	7.75E-05	0	0	0.000492554	0	0	0.000729457	0.000945679	0	5.23E-05	0.001111557	0.001880543	0	0.002393866	7.62E-05	0.000297674	0.002294851	0.000108089	0	0	6.43E-05	0	0.000779069	9.70E-05	0	0	0.001030928	0.002663521	0.000223289	0	0.003127008	0	0	0	0.001090012	0.000563018	0.00205543	0.000820039	0.00042126	0.000379619	0	0	2.14E-05	0	0	0	0	1.52E-05	0	0	3.27E-05	0	0.001759402	0	0	0	0	0.002141844	0.003009782	3.93E-05	0.000132757	0.000126305	0.00019315	0.002314458	7.83E-05	0.000708215	0.001122881	0.000118078	0.000176072	0.001191058	0.001193653	2.02E-05	0	5.09E-05	0	0.000807777	0.001106104	0.000217278	0.003277064	0.000306843	0.000734128	0.00024564	0.000466374	0.000347984	0.003153456	2.33E-05	0	1.70E-05	0	0	0	0	0	0	0	0.001442711	0.001788575	0	0.000367497	0.001049765	0	0.000100311	0.000174251	0	5.86E-05	9.40E-05	0.001049887	0.001257686	0.000609689	0.001340283	0.000605298	3.78E-05	0.000106369	0.002911814	0	6.25E-05	0.000271536	0.000432451	0.000440858	0.000259493	7.25E-05	9.81E-05
Bacteria;__Ignavibacteriae;__Ignavibacteriae;__Ignavibacteria	0	0	0	0	0	0.000218096	0	0	0	0	0	0	0.000135313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09E-05	0.00025261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	0	0.000236155	0	0	0	0	0	5.09E-05	3.57E-05	0.000222835	0	0	0.000457265	3.07E-05	0.000557937	0.001017651	0.000209868	0.000187376	0	0	0	1.70E-05	1.68E-05	0	1.41E-05	0	0	0	0	0	0	0.000723373	2.04E-05	0	0	0	0	0	0	0	0	0	0.000193992	0	0	0	0	0	0	0.000218791	0	0	0	4.32E-05	0	1.96E-05
Bacteria;__Latescibacteria;__Latescibacteria;__Latescibacteria	0	0	0	0	0	3.12E-05	0	0.000107359	0	7.02E-05	9.40E-05	0	0.000101485	0	0	0	0	0	4.98E-05	0.001314252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123506	0.00025261	0	7.48E-05	5.08E-05	7.44E-05	0	0.00075662	0.000303227	0	0	0	0	9.70E-05	0	0	0	0	0	0	0	0	0	0	0.00031553	0	0.000265217	0	0	0.000674878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000713915	0	0	0	0	0	0	0	0	0	0.000333278	0	0	0	0.00012216	0	0	0.00017043	0	0	0.000222835	0.000327735	4.35E-05	0.000114316	9.21E-05	0.000587303	0.000210548	0.000699562	0.000588897	0	0	0	0	0	0	0	0	0	0	0	0	0.000111786	0	8.17E-05	0	0	0	0	0	0.000234384	0	0	0.000698714	0.000138566	0	9.68E-05	0.000718146	0.00047866	5.55E-05	0	0.000218791	0	0	1.92E-05	2.16E-05	0	0
Bacteria;__Lentisphaerae;__Lentisphaeria;__Lentisphaerales	8.62E-05	0	0.000122745	0	0	0	0.000989649	0.003730742	0.003411514	0	0.000563777	0.000154478	0.0022665	0.000341513	0	0	0	0.00012107	0.000298745	0.001070872	0	0	0.000554853	0	1.29E-05	0	0	7.91E-05	0.001459617	0	0	0	0.00023179	0	0.001052436	0	0.000639724	0.002246875	0.00013064	0.001512953	0.005922308	0.000230926	0.000710679	0.000228566	0.000744186	0.000962357	0.001369123	0.001169591	6.56E-05	0.000514767	0	0.000194767	0	0.000286041	0	0	0	0.0005024	0.003048174	0	0	0	4.31E-05	0	0	0.002420103	0.000149098	0.00028084	8.44E-05	0	0	0.000514569	5.14E-05	0.001824467	0	0	0	0.000236284	0.000347877	0.000523013	0	0.000125672	0.00054935	0	0.007917965	0.000422416	0.001116172	0	0.001688658	0.000132757	0.000421017	6.44E-05	0.001954431	0.000548095	0.003374438	0.001646891	0.000826544	0.001980808	0.002412656	0.000526611	0.002140333	0.001619088	0.001069573	0	0.002534748	0.00077837	0.001390579	0.001066951	0.000920528	0.00223175	0.001403657	0.003194665	0.003238931	0.001559012	0	0	0	0.000519454	1.40E-05	0.000225032	3.57E-05	1.71E-05	6.91E-05	0	0.000503271	0.001639528	0.000510617	0.002939976	0.001361857	0.00245554	0.001237169	0.001161676	0.000144582	0.000996133	0.003698712	0.003081925	0.004751258	0.00293759	0.004120129	0.003123335	0.003704124	0.001622125	0.00266223	0	0.000156279	9.05E-05	4.32E-05	5.75E-05	2.16E-05	5.44E-05	0.000215911
Bacteria;__Marinimicrobia_(SAR406_clade);__Marinimicrobia_(SAR406_clade);__Marinimicrobia_(SAR406_clade)	0	0	0.000368234	0	0	0	5.35E-05	0.000134199	0	0.000842194	0.000234907	9.27E-05	0.000507425	0	0.000472069	0	0	0.000282497	0	0.0012169	0	0	0	0	0	0	0	0	1.35E-05	0	0	0	0.000579475	0.000692941	0	0	0.000194699	0	0.000627074	0.000277889	0.000196475	0.000461851	0.00044885	0.000203169	0.000260465	0.000333124	0.000576473	4.33E-05	0	0	0	0.000194767	0	9.53E-05	0	0	0.000342453	0.000725689	0	0	0.001057082	0	0	0	0.000563018	0.000265217	0	0.001404199	0	0	8.56E-05	0	0	0	0	0	0	0.000992392	0	3.27E-05	0	3.14E-05	0	0	0	0	9.05E-05	0	0.000117813	0.000246548	0	0	0.000102865	0.000508946	0.000249958	0.000149717	0	0.001848754	0.00024432	0	2.02E-05	0	0.000865845	0	5.57E-05	0.000245801	0	0.00049537	0.00021479	5.87E-05	0.00024564	0.000209868	0.000160608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127654	0.000244998	0.000255348	0.000483667	0.00033437	0	0	0.000117192	0.00056421	0	0.000838457	0.00044341	0.001638124	4.84E-05	0	0.000771174	0	2.43E-05	0	0.001063517	0.001189241	0.001322574	0.003286913	0.002828136	0.004180815
Bacteria;__Nitrospinae;__Nitrospinia;__Nitrospinales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	1.92E-05	0.000259493	0.000525743	0.000431821
Bacteria;__Nitrospirae;__Nitrospira;__Nitrospirales	0	0	0	0	0	0.000280409	0	2.68E-05	0	0	4.70E-05	0	0.000169142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140339	4.62E-05	0	0.000101585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132608	0	0	0.00012654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	0.001085451	0	0	0	0	0	0	0	1.78E-05	0.000194981	0.000532569	0	0	0.000122737	0.000205556	7.02E-05	0.000116594	5.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08E-05	0	0	0	5.81E-05	0	0	0	0	0	0	9.93E-05	0	0.000377972	7.98E-05	0.000138658	0	0	0	0	1.92E-05	0	0	0
Bacteria;__Parcubacteria;__Parcubacteria;__Parcubacteria	0	0	0	0	0	0.000997009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.18E-05	0	0	0	0.000177773	0	0	0	0	2.19E-05	0	0	0	0	0	0	0.002787323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.43E-05	0	0	0	0	0.000794416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166389	0	0	2.26E-05	0	1.92E-05	0	1.81E-05	0
Bacteria;__Peregrinibacteria;__Peregrinibacteria;__Peregrinibacteria	0	0.002340393	0	0	0	0.001308574	0.000936154	5.37E-05	0	0	0.001503406	0.000370748	0	0	0.000314713	0	0.001279888	0	0.00114519	0	0	0	0	0	0	1.41E-05	0	0	0	0	0	0	0.000405632	0	0	0.000600729	0.001863544	0	0.000627074	0.001204187	2.81E-05	0	0.001047316	0.001244413	0.00055814	7.40E-05	0.000252207	0	0	0	0	0.000616763	0	0	0	0.001641848	0.003196225	0	0	0.001970443	0	0	0.002411818	0.000774482	0.000924958	0.000298369	0.001900999	0.000105315	0.000463978	0	8.56E-05	0	0	0	0	0	0	0.000614338	0	0	0	0.000973955	0	0	0	0	0	0	0	0.000663784	0.001010441	0.000836982	0	0	0.000291618	0.000149717	0.000236155	0	6.11E-05	0	0	4.26E-05	0	0	2.79E-05	0.000573535	4.35E-05	0.000266738	0.00021479	0.000264286	0.000456188	0.000303143	8.03E-05	0	0	0	3.39E-05	0	1.40E-05	0	0	0	0	0	0	0.000782502	0	0.000265414	0.00099302	0.000297641	0	0.001248802	0	0	3.13E-05	0.000711213	0.000279486	0	0	0.000605298	0.000226783	0	0.000138658	0	6.25E-05	0.000248908	0.00017298	0.00017251	2.16E-05	1.81E-05	0
Bacteria;__Planctomycetes;__Phycisphaerae;__Phycisphaerales	0.000431016	0.000230203	0.003191359	0	0.000193287	9.35E-05	0.002674727	0.005099576	0.002103767	0.000947468	0.002771905	0.001730157	0.011603126	0.002976045	0.005245214	0.001325883	0.000930828	0.004398886	0.000647281	0.000827492	3.24E-05	0.000143957	0.000107888	0	5.17E-05	4.22E-05	8.95E-05	0.000332326	0.000148665	0.000155015	2.67E-05	0.001956583	0.000956134	0.001559117	0.005385996	4.29E-05	0.001029121	0	0.000966739	0.001698212	0.007157292	0.009698873	0.004002244	0.004977651	0.004911628	0.007587815	0.00713385	0.013688542	0.000895959	0.00489029	0.003538982	0.00025969	0.000387916	0.0016209	0	0	0	0.000223289	0.000397588	0.0005997	0.003237315	0.001190653	0.001851932	0.000573691	0.000804311	0.006099987	0.000186372	0.003054132	0.002530791	7.71E-05	0.000342349	0.000192963	6.43E-05	0.000150896	0.000122018	0.000126017	4.57E-05	0.000614338	0.000898681	0.000588389	0.003276003	0.001288133	0.004852591	0	0.000519211	0	0.005158527	0.009781791	0.004751806	0.001232742	0.003157629	0.00280067	0.004526051	0.005559253	0.015205799	0.003742935	0.001475971	0.004137688	0.005191791	0.001825586	0.000686522	0.004388581	0.004278293	0	0.007047157	0.003154445	0.005214671	0.004877491	0.004081006	0.008897633	0.004035513	0.007765134	0.010760747	0.003224321	9.34E-05	2.98E-05	8.48E-05	0	2.80E-05	0.000154709	7.14E-05	8.54E-05	8.29E-05	8.59E-05	0.001308505	0.005328464	0.004425344	0.005737036	0.001900925	0.006845747	0.000702177	0.002032934	0.007156799	0.004570491	0.01181707	0.009110306	0.014533259	0.012110631	0.006453214	0.006174035	0.00763503	0.008296769	0.006211869	0.000291163	0.000750141	0.002353314	0.002335236	0.002127619	0.011439322	0.009227701	0.008832709
Bacteria;__Planctomycetes;__Planctomycetacia;__Planctomycetales	0	0.007481584	0.006178143	0	0	0.013366152	0.006151871	0.010091792	0.003781095	0.0057199	0.007986845	0.005005098	0.012381178	0.002634532	0.015263572	0	0	0.001977481	0.009858594	0.00842095	4.31E-05	7.20E-05	0.000292839	0.000151436	0	7.04E-05	0.000104378	0.000538051	0.000256785	0.000348783	4.00E-05	0.002236094	0.007909834	0.000606323	0.00495264	0.007680755	0.005340305	0	0.005800434	0.004940254	0.006736275	0.007435803	0.005610623	0.00538399	0.009748837	0.006440389	0.003675014	0.005804635	0.003496427	0.000450421	0.002165645	0.008245147	0.007079474	0.000190694	0	0.007827415	0.006887105	0.000334934	0	0.006939387	0.000858879	0	0.000775227	0.006740864	0.010978847	0.003083145	0.008349486	0.008635821	0.004049266	0.000128521	0.000770284	0.000192963	9.00E-05	0.000260638	9.15E-05	0.000182024	0.000152237	0.003402486	0.011248007	0	0.012096012	0.007728801	0.002105841	0	0	0	0.003951854	0.002257336	0.00278825	0.002825823	0.009136073	0.002349987	0.004834645	0.002231531	0.014164306	0.002694913	0.008737749	0.001320539	0.009039824	0.009163039	0.00022211	0.002172987	0.001171437	0.000107003	0.015152781	0.009545268	0.003780636	0.010402774	0.011782755	0.010101603	0.012071446	0.014597519	0.01493656	0.007334444	2.33E-05	0.000104261	8.48E-05	0.000888099	4.20E-05	0.000464128	7.14E-05	5.12E-05	0.000151936	0.000128822	0.0094615	0.009874427	0.001914812	0.0120049	0.002893945	0.005990029	0.01176982	0.013301194	0.007879708	0.003750146	0.012130521	0.008026552	0.014253773	0.007537967	0.004120129	0.010193211	0.012926636	0.01252493	0.022351636	0.000558063	0.023441895	0.002421198	0.002227123	0.002127619	0.013450394	0.011693256	0.005790331
Bacteria;__Planctomycetes;__Planctomycetes;__Phycisphaerae	0	0	0	0	0	0	0.000481451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001361976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018878719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000916198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000270938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
