""	"20"	"60"	"180"	"360"	"720"	"1440"	"5760"
"H_"	0	0.94	NA	0.93	0.95	NA	0.97
"H_FB"	0	0.83	NA	0.88	0.91	NA	0.9
"H_BL"	0	0.87	NA	0.71	0.81	NA	0.92
"H_CR"	0	0.74	NA	0.73	0.81	NA	0.85
"P_"	0	0.6	0.72	0.75	0.7	0.88	NA
"P_FB"	0	0.52	0.6	0.7	0.5	0.8	NA
"P_BL"	0	0.5	0.7	0.59	0.55	0.6	NA
"P_CR"	0	0.6	0.54	0.62	0.65	0.5	NA
