""	"20"	"60"	"180"	"360"	"720"	"1440"	"5760"
"H_"	0	0.06	NA	0.04	0.05	NA	0.62
"H_FB"	0	0.1	NA	0.1	0.15	NA	0.85
"H_BL"	0	0.33	NA	0.15	0.09	NA	1.12
"H_CR"	0	0.24	NA	0.14	0.22	NA	1.52
"P_"	0	0.08	0.19	0.21	0.12	0.06	NA
"P_FB"	0	0.16	0.3	0.46	0.13	0.2	NA
"P_BL"	0	0.11	0.36	0.16	0.29	0.15	NA
"P_CR"	0	0.31	0.25	0.28	0.53	0.19	NA
